text,label
How should I be plant manager secretary,19
Emmenez-moi au Manager Plant ibiro,18
How should I be bathroom,8
Industry Area iri he? thanks,11
Where can I find managing director office,15
I need directions to Stock office,22
Nereke inzira yerekeza kuri operational block,10
I am looking for Secretary to the Plant Manager,19
me Show the way to commercial office,17
How should I be lounge,2
How should I be director office,15
Ndashaka kujya kuri Maintenance Supervisor Office,25
I am looking for general offices,24
How should I be restroom,8
Help me reach stock area,12
How should I be server room,7
Where can I find human resource office,4
J'ai rendez-vous au hr office ngwino,4
Where can I find Chief of Maintenance Office,20
How should I be stock area,12
I am here to visit Block A,9
How should I be manager office,18
Mushobora kunyereka managing director bureau,15
Where can I find Admin Corridor,3
How should I be sales office,17
Je voudrais aller au corridor a,1
maintenance coordination please,21
Ndashaka kubona Secretary to the Plant Manager,19
How should I be main corridor,1
Where can I find Waiting Area,2
canteen s'il vous plaît,13
How should I be HR Office 104,4
Je cherche plant office manager please,18
I want to go to the ubuyobozi bwa hr,4
Nshaka gusura First Aid office,23
Comment aller au operational block ?,10
Show me the way to maintenance supervisor office,25
Where can I find Chief of Maintenance Office,20
Pouvez-vous m'indiquer director plant office ?,16
Where can I find support offices block,10
How should I be waiting area,2
I am here to visit industry area,11
How should I be general office,24
chief of maintenance office s'il vous plaît,20
How should I be operational block,10
Where can I find Maintenance Coordinator Office,21
I need to find clinic,23
How should I be toilets,14
How should I be supervisor office,25
I have a session Waiting at Area ngwino,2
Where can I find md office,15
Where can I find Sales Office,17
Je dois rencontrer main corridor,1
Where can I find restaurant,13
Where can I find waiting area,2
Where can I find hr manager,4
Where can I find technical supervision,11
How do I get to board room? thanks,6
I am looking for Sales Office,17
How should I be clinic,23
How should I be reception desk,0
Je dois rencontrer Managing Director Office,15
How should I be finance manager,5
Je suis ici pour voir cafeteria,13
Where can I find managing director office,15
How should I be lounge,2
Where can I find general offices,24
How should I be server room,7
Where can I find md office,15
Ndashaka kubona Plant Director Office,16
I need to find lounge,2
How should I be md office,15
Where can I find toilet,8
Emmenez-moi stock au bureau,22
Je dois rencontrer front desk,0
J'ai rendez-vous au commercial bureau,17
Where can I find chief of maintenance office,20
Where can I find server room,7
Where can I find ressources humaines,4
How should I be Stock / Warehouse Area,12
How should I be accounting department,5
How should I be stock area,12
Where can I find general offices,24
board icyumba please,6
How should I be conference room,6
Je rencontrer dois corridor a,1
Where can I find human resource office,4
Where can I find canteen,13
Where can I find Block A,9
How should I be block a,9
Njyanye kuri ressources humaines,4
m'indiquer Pouvez-vous manager office ?,18
Nereke inzira yerekeza kuri bureau finance,5
Nshaka gusura Reception,0
How should I be server room,7
Where can I find first aid office,23
Where can I find general office,24
Njyanye finance kuri office svp,5
How should I be block a,9
customer service block please,9
inama room 3 please,6
How should I be Stock / Warehouse Area,12
How should I be medical room,23
Nereke inzira yerekeza kuri stock area,12
Where can I find ubuyobozi bwa hr,4
Where can I find Plant Manager Office,18
au Emmenez-moi Maintenance Supervisor Office,25
Montrez-moi le chemin vers HR bureau 104,4
How should I be stock warehouse area,12
Where can I find toilets,14
Njyanye kuri Secretary to the Plant chief,19
toilets iri he? svp,14
How should I be secretary to the plant manager,19
Ndashaka kubona Reception,0
Help me reach hr office,4
I am looking for clinic,23
How should I be board room,6
Where is bathroom?,14
Where can I find corridor b,3
Je suis ici pour voir support offices block,10
How should I be Maintenance Coordinator Office,21
I have a meeting at Waiting Area please,2
main corridor,1
Where can I find general offices,24
How should I be Reception,0
Where can I find Meeting Room 3,6
Je cherche general office,24
Where can I find warehouse,12
Where can I find maintenance chief office,20
Ni hehe habarirwa manager office? thanks,18
How should I be maintenance coordinator office,21
I need directions to plant manager ibiro,18
How should I be maintenance supervisor office,25
Nshaka gusura Finance office 201,5
How should I be Toilets,14
Njyanye kuri Maintenance Supervisor Office,25
Where can I find hr manager,4
kuri Njyanye finance office thanks,5
Montrez-moi le chemin vers Stock / Warehouse Area,12
How should I be First Aid Office,23
How should I be storage room b,7
Ndashaka kujya kuri managing director office,15
Where can I find Main Corridor,1
Njyanye kuri waiting area ngwino,2
How should I be bureau finance,5
Please take me to administrative block ngwino,9
Où se trouve storage b room ?,7
How should I be Stock / Warehouse Area,12
Où se trouve accounting department ? svp,5
How should I be General Offices,24
Où se trouve conference icyumba ?,6
How should I be plant director office,16
Where can I find Main Corridor,1
J'ai rendez-vous au secretary to the plant chief,19
I need directions maintenance to coordination,21
Help me reach bureau finance,5
Where can I find storage room b,7
Where can I find stock area,12
Where can I find secretary to the plant manager,19
I have a meeting at lounge,2
How do I get to Managing Director Office?,15
Can you me direct to maintenance coordination?,21
I am looking for Area Industry,11
Where can I find block b,10
How should I be Finance Office 201,5
Where can I find director office,15
Where can I find inventory office,22
How should I be storage room b,7
manager ibiro iri he?,18
Where can I find Secretary to the Plant Manager,19
I have a meeting at human resource ibiro,4
How should I be cafeteria,13
Where can I find cafeteria,13
Where can I find supervisor office,25
Ndashaka kujya kuri maintenance supervisor office,25
How should I be Storage Room B,7
I have a meeting at ibiro by imari,5
How should I be Admin Corridor,3
I need to find restroom,8
How should I be General Offices,24
Where can I find front desk,0
Nereke inzira yerekeza kuri ibiro by imari,5
Where can I find chief of maintenance office,20
How should I be stock warehouse area,12
How should I be finance office,5
I am here to visit plant director office,16
sales office iri he? please,17
I am looking for plant umuyobozi office,18
How should I be Restaurant,13
How should I be Admin Corridor,3
I need directions to warehouse,12
Where can I find server room,7
Je voudrais aller restroom au,14
Please take me to ibiro commercial,17
Where can I find warehouse,12
Waiting Area s'il vous plaît,2
Where can I find Sales Office,17
I need directions to director plant office murakoze,16
Show me the way to HR Office 104,4
secretary to the plant manager,19
How should I be Secretary to the Plant Manager,19
Where can I find bathroom,8
How should I be Managing Director Office,15
Where can I find customer service block,9
I have a meeting at plant manager office,18
Pouvez-vous m'indiquer sales office ?,17
Je voudrais au aller Admin Corridor,3
How should I be bathroom,8
Where can I find block b,10
Where can I find technical supervision,11
How should I be corridor b,3
Je dois rencontrer plant manager secretary,19
How should I be support offices block,10
Where can I find technical supervision,11
Where can I find managing director office,15
How should I be reception desk,0
Montrez-moi le chemin vers maintenance coordination,21
Ndashaka kubona Sales ibiro,17
meeting salle 3,6
Where can I find main corridor,1
How should I be waiting area,2
server room please,7
How do I get to conference room?,6
Where can I find reception desk,0
J'ai rendez-vous Stock au Office,22
How should I be ressources humaines,4
Njyanye kuri HR Office 104,4
Where can I find Industry Area,11
Where can I find Chief of Maintenance Office,20
How should I be Meeting Room 3,6
How do I get to Industry Area?,11
How should I be supervisor office,25
How should I be Main Corridor,1
How should I be toilets,14
Ndashaka kubona support offices block,10
Where can I find general offices,24
Pouvez-vous m'indiquer block administrative ?,9
Where can I find maintenance chief office,20
Where can I find ubuyobozi bwa hr,4
Njyanye kuri finance head,5
J'ai rendez-vous au general offices,24
How should I be Toilets,14
Where can I find board room,6
Je cherche toilets ngwino,14
Je suis ici pour voir finance manager,5
Where can I find restroom,8
How should I be conference room,6
How should I be Plant Director Office,16
How do I get to bathroom?,14
want I to go to the toilets,14
How should I be maintenance coordination,21
I to need find manager bureau,18
How should I be bathroom,8
Where can I find medical room,23
Where can I find storage room b,7
Where can I find reception desk,0
Où se trouve conference room ?,6
Where can I find Maintenance Coordinator Office,21
How should I be stock warehouse area,12
Where general is offices?,24
Help me reach operational block,10
Where can I find Industry Area,11
Où se trouve Maintenance Supervisor office ? thanks,25
toilet s'il vous plaît,8
Where can I find front desk,0
How should I be Sales Office,17
How should I be conference room,6
Where can I find chief of maintenance office,20
Can you direct me to corridor b?,3
